,name,cate_1,cate_2,cate_3,state,dong,lon,lat
110240,행운식당,한식,한식/백반/한정식,한식 음식점업,동대문구,답십리1동,37.5703433251119,127.05010567667601
110252,푸른솔,한식,한식/백반/한정식,한식 음식점업,성북구,삼선동,37.5883716745935,127.008287459157
110271,세븐일레븐고대2호점165,종합소매점,편의점,체인화 편의점,성북구,안암동,37.585961852267296,127.029481302515
110306,보나푸드,분식,라면김밥분식,분식 및 김밥 전문점,성북구,석관동,37.6080493508587,127.05764511689199
110379,추운돼지삼겹살,한식,갈비/삼겹살,한식 음식점업,성북구,삼선동,37.5877305984018,127.00598610942801
110394,옛날떡볶이옛날통닭,분식,떡볶이전문,분식 및 김밥 전문점,동대문구,이문2동,37.6045444271128,127.062185523597
110405,세븐일레븐,종합소매점,편의점,체인화 편의점,동대문구,제기동,37.5857185020436,127.033866284149
110439,고향한방순대국,한식,한식/백반/한정식,한식 음식점업,성북구,삼선동,37.587836817851404,127.016514938903
110446,둘리당구장,PC/오락/당구/볼링등,당구장,당구장 운영업,성북구,장위1동,37.6182765913885,127.046483072824
110491,1인맛집,한식,한식/백반/한정식,한식 음식점업,성북구,정릉3동,37.6093525271662,127.00777108783501
110511,대신상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5790306472822,127.039126646871
110514,한솔피에스엔,한식,냉면집,한식 음식점업,동대문구,제기동,37.579813694344104,127.032402847045
110526,미니골드,한식,한식/백반/한정식,한식 음식점업,성북구,동선동,37.596111148126,127.021184815
110624,남일상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.581346932266996,127.04030831959
110630,꼬치네분식,분식,라면김밥분식,분식 및 김밥 전문점,동대문구,장안1동,37.5696922919034,127.066765861173
110638,신진물산,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5806887629619,127.039150624383
110664,멘동,일식/수산물,음식점-일식,일식 음식점업,동대문구,답십리1동,37.5703433251119,127.05010567667601
110679,대양상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5790306472822,127.039126646871
110695,대명정육식당,한식,갈비/삼겹살,한식 음식점업,성북구,길음2동,37.606167519811,127.028913039275
110720,이삭토스트,패스트푸드,토스트전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",동대문구,답십리2동,37.568409918189396,127.05732970926
110738,새천년호프,유흥주점,호프/맥주,기타 주점업,성북구,성북동,37.5931755338249,127.002029679372
110740,행복도시락,패스트푸드,도시락전문점,한식 음식점업,동대문구,용신동,37.57578567773071,127.040085349443
110786,전주상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5807050309254,127.03893530140499
110825,제기통닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,동대문구,제기동,37.5853806813715,127.034425452284
110841,화포식당,한식,한식/백반/한정식,한식 음식점업,성북구,길음1동,37.605047834341704,127.022075690652
110842,용두동갈치먹자!,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.5744720016165,127.030388933875
110857,놀이터,한식,한식/백반/한정식,한식 음식점업,성북구,석관동,37.613635165206,127.064359382838
110860,중경당,한식,한식/백반/한정식,한식 음식점업,성북구,성북동,37.5893272455855,127.004062600971
110861,스시선생,일식/수산물,음식점-초밥전문,일식 음식점업,동대문구,회기동,37.5914778784592,127.055227072339
110889,낭만덮밥,한식,한식/백반/한정식,한식 음식점업,성북구,길음1동,37.6077866894435,127.02312711624201
110896,루틴,한식,한식/백반/한정식,한식 음식점업,성북구,동선동,37.59170515407379,127.020110180546
110897,알쌈꼬꼬,한식,한식/백반/한정식,한식 음식점업,성북구,석관동,37.6073079381105,127.06525410674699
110911,맛있는밥상,한식,한식/백반/한정식,한식 음식점업,동대문구,청량리동,37.580930528726704,127.044514060519
110940,또뽀끼야,분식,라면김밥분식,분식 및 김밥 전문점,동대문구,회기동,37.592359591922204,127.052815330513
110964,라이완,중식,중국음식/중국집,중식 음식점업,성북구,정릉3동,37.608825829262706,127.008355712066
111019,건해상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.580844780461,127.039499595284
111034,정읍상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5809225655151,127.040200548708
111049,현참치,일식/수산물,참치전문점,일식 음식점업,성북구,삼선동,37.5893355400202,127.01579318771799
111052,세꼬시회일번지,일식/수산물,횟집,한식 음식점업,성북구,삼선동,37.591831809138704,127.015839578396
111061,손칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,성북구,정릉2동,37.603420812998294,127.01279899377501
111084,고향방앗간,제과제빵떡케익,제과점,제과점업,성북구,성북동,37.5896633628663,127.00438649233601
111121,더블유,한식,한식/백반/한정식,한식 음식점업,성북구,동선동,37.590860915075005,127.017188513447
111124,화로상회,한식,한식/백반/한정식,한식 음식점업,성북구,정릉4동,37.6115929673245,127.009542225499
111126,풍천숯불장어세상,한식,한식/백반/한정식,한식 음식점업,동대문구,이문2동,37.6031306525576,127.062293873576
111127,경신상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5804255522902,127.03891625045901
111141,두찜,한식,한식/백반/한정식,한식 음식점업,성북구,석관동,37.60723326294271,127.053623421246
111201,한숨,한식,한식/백반/한정식,한식 음식점업,성북구,안암동,37.5838396207508,127.02999571179501
111209,김술랭,한식,한식/백반/한정식,한식 음식점업,성북구,정릉4동,37.6122873538923,127.009612301819
111234,꼬기꼬기뒷고기,한식,한식/백반/한정식,한식 음식점업,동대문구,장안2동,37.5701630141932,127.07275970131501
111246,로로니샵,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,이문2동,37.6015445270009,127.062257157386
111263,히노아지,일식/수산물,음식점-일식,일식 음식점업,동대문구,장안2동,37.571916950764496,127.07236438040199
111265,청량회관,일식/수산물,음식점-일식,일식 음식점업,동대문구,청량리동,37.58473024561879,127.04864346149598
111301,소명상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.580796806335,127.041356986763
111319,시장떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,성북구,석관동,37.6089353043743,127.060272915596
111347,종로빈대떡,한식,한식/백반/한정식,한식 음식점업,성북구,동선동,37.593654777216,127.01726500810601
111352,낭만포차,유흥주점,호프/맥주,기타 주점업,동대문구,전농1동,37.574561268184794,127.04688226044901
111356,미강오리전문점,닭/오리요리,오리고기전문,한식 음식점업,동대문구,용신동,37.5769377426345,127.037715747647
111378,호박웰빙숯불갈비,한식,갈비/삼겹살,한식 음식점업,동대문구,용신동,37.577631216041105,127.025593018542
111395,퇴촌상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.58095031472,127.039181228461
111404,해피PC방,PC/오락/당구/볼링등,인터넷PC방,컴퓨터 게임방 운영업,성북구,동선동,37.590829620739704,127.01884212683399
111430,서진푸드,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.5748076321379,127.047264030974
111452,술이랑,한식,한식/백반/한정식,한식 음식점업,성북구,정릉4동,37.6112414119018,127.00952423521002
111464,한미상회,종합소매점,종합소매,그외 기타 종합 소매업,성북구,석관동,37.6095422765181,127.06181696448999
111472,청량리전통시장,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,동대문구,청량리동,37.5808040527539,127.04336085288601
111485,저기압일때고기앞으로,한식,한식/백반/한정식,한식 음식점업,동대문구,청량리동,37.586018809934295,127.043078990292
111498,열매식탁,한식,한식/백반/한정식,한식 음식점업,성북구,월곡2동,37.6015208247881,127.042472766248
111500,산아래,한식,한식/백반/한정식,한식 음식점업,동대문구,답십리1동,37.570218127442295,127.05696731333201
111504,돼지상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5806536612159,127.04037382746401
111523,철이만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,성북구,석관동,37.609976429881705,127.06315933353201
111548,마노핀,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,석관동,37.6105443081561,127.056401720222
111564,바다상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,용신동,37.5782667909766,127.041593210511
111570,깻잎두마리치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,월곡1동,37.6094717919734,127.03299279258002
111596,삼일상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5809165876736,127.04279332195
111634,한성식당,한식,한식/백반/한정식,한식 음식점업,성북구,삼선동,37.5854379560926,127.009798303327
111655,러츠,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,길음2동,37.612184350693205,127.029752255714
111663,다래성,중식,중국음식/중국집,중식 음식점업,동대문구,장안2동,37.5771296016459,127.07065813341801
111665,신군포차,유흥주점,소주방/포장마차,기타 주점업,성북구,길음1동,37.602773051167205,127.02157318915701
111670,한홀상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5804138904946,127.03969760048
111697,커피프롬,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,동선동,37.5973803160828,127.01453215347799
111706,티알푸드,한식,한식/백반/한정식,한식 음식점업,동대문구,장안1동,37.5719465070474,127.06925088040899
111717,광주해물,일식/수산물,해물찜/탕전문,한식 음식점업,동대문구,용신동,37.577948056971394,127.041178405301
111718,우리집김밥,분식,라면김밥분식,분식 및 김밥 전문점,성북구,정릉1동,37.6018745988745,127.018629137272
111732,1인분전문밥도둑술도둑,한식,한식/백반/한정식,한식 음식점업,동대문구,청량리동,37.5877427583569,127.04122261787501
111754,"오늘,하루",한식,한식/백반/한정식,한식 음식점업,동대문구,휘경1동,37.5890332673029,127.05600529601601
111769,음성상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5806887629619,127.039150624383
111773,맛없으면환불해주는장군집,한식,한식/백반/한정식,한식 음식점업,성북구,삼선동,37.5903542650081,127.015859035162
111781,스윗오브유,한식,한식/백반/한정식,한식 음식점업,동대문구,장안2동,37.5717325507754,127.07297797209999
111794,싸다김밥,분식,라면김밥분식,분식 및 김밥 전문점,성북구,동선동,37.592143887949796,127.013287681937
111796,다래분식,분식,라면김밥분식,분식 및 김밥 전문점,성북구,정릉4동,37.608591991966,127.00948008929899
111797,효성상회,종합소매점,종합소매,그외 기타 종합 소매업,성북구,정릉3동,37.6094175920937,127.00800807173799
111814,로얄츠바메,양식,정통양식/경양식,서양식 음식점업,동대문구,휘경1동,37.590158380789205,127.06150550023001
111861,주동관,한식,한식/백반/한정식,한식 음식점업,동대문구,장안2동,37.5728499182806,127.072986763109
111872,한스친친,중식,중국음식/중국집,중식 음식점업,성북구,장위2동,37.611774794006706,127.058164435219
111901,단양상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.58095031472,127.039181228461
111911,BBQ치킨,유흥주점,호프/맥주,기타 주점업,동대문구,제기동,37.5868326177762,127.03347823478998
111941,동대문상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5807721602196,127.042761205655
111964,연화상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5807776840094,127.041221370382
111993,길음가정식백반,한식,한식/백반/한정식,한식 음식점업,성북구,길음1동,37.6033393294866,127.02249443879101
112078,탕화쿵푸마라탕,중식,중국음식/중국집,중식 음식점업,성북구,동선동,37.5924816109589,127.01812970177099
112098,백소정,일식/수산물,음식점-일식,일식 음식점업,성북구,안암동,37.587673277029296,127.02941379002199
112100,스시사이젠,일식/수산물,음식점-초밥전문,일식 음식점업,동대문구,장안1동,37.5642475134613,127.06531699944401
112109,선우초밥,일식/수산물,음식점-초밥전문,일식 음식점업,성북구,성북동,37.59119127751,127.011431906259
112113,8.Oli,양식,정통양식/경양식,서양식 음식점업,동대문구,회기동,37.5934517415229,127.05305061004499
112138,강원상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5797724787796,127.04060024866101
112163,옆집떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,성북구,종암동,37.600151472658,127.033657026409
112211,멘도롱제주집정릉점,한식,한식/백반/한정식,한식 음식점업,성북구,정릉2동,37.6022174374636,127.013279221869
112213,키에로,한식,한식/백반/한정식,한식 음식점업,성북구,돈암1동,37.5988500945358,127.020073105059
112264,정릉회관,한식,한식/백반/한정식,한식 음식점업,성북구,정릉3동,37.6110443805466,127.005381401981
112280,압구정찌개마을,한식,한식/백반/한정식,한식 음식점업,성북구,월곡2동,37.6042570210775,127.039889489338
112373,황실떡집,제과제빵떡케익,떡전문,제과점업,성북구,월곡1동,37.6076236765627,127.036176635166
112380,이양식당,중식,중국음식/중국집,중식 음식점업,동대문구,용신동,37.5750716433219,127.026611291709
112384,진보석,시계/귀금속소매,시계/귀금속,시계 및 귀금속 소매업,성북구,월곡1동,37.6067763811311,127.033933747599
112406,260플레이스,양식,정통양식/경양식,서양식 음식점업,성북구,정릉3동,37.6085588781975,127.008755665691
112419,청년피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",동대문구,장안1동,37.5668100821985,127.063496467379
112476,선수산,일식/수산물,횟집,한식 음식점업,성북구,종암동,37.6001923036758,127.035343883647
112488,진주품은활어길음점,일식/수산물,횟집,한식 음식점업,성북구,길음2동,37.6062610829706,127.027145021709
112493,바다마을,일식/수산물,횟집,한식 음식점업,성북구,정릉4동,37.617220545696,127.001595111284
112504,엉터리생고기용두점,한식,갈비/삼겹살,한식 음식점업,동대문구,용신동,37.574192798256,127.03260010839399
112528,마니커랜드,유흥주점,호프/맥주,기타 주점업,성북구,장위2동,37.6085825168879,127.052213224662
112531,맥도날드,패스트푸드,패스트푸드,그외 기타 음식점업,성북구,종암동,37.5957734707935,127.035989783309
112590,느티나무,한식,한식/백반/한정식,한식 음식점업,성북구,안암동,37.5884749839026,127.019575059589
112629,길음정Ⅱ,한식,한식/백반/한정식,한식 음식점업,성북구,길음2동,37.607813448615104,127.02855186383199
112655,우정식당,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.581391138347705,127.043534491082
112757,처갓집양념치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,안암동,37.5883195845232,127.02256634958
112767,마장동동바곱창,한식,곱창/양구이전문,한식 음식점업,동대문구,답십리1동,37.5680504401031,127.051821457293
112780,땅스부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,성북구,장위2동,37.6109990606674,127.051310425774
112826,별빛달빛아래치킨3마리,유흥주점,호프/맥주,기타 주점업,성북구,정릉2동,37.6047728841434,127.012860403373
112867,오늘호프,유흥주점,호프/맥주,기타 주점업,성북구,장위2동,37.6156491337033,127.051398601761
112884,블루당구장,PC/오락/당구/볼링등,당구장,당구장 운영업,성북구,길음1동,37.6075444664774,127.023254868444
112900,미가낙원떡집,제과제빵떡케익,떡전문,제과점업,성북구,길음1동,37.6033393294866,127.02249443879101
112912,쌀똑핫도그,패스트푸드,핫도그,"피자, 햄버거, 샌드위치 및 유사 음식점업",성북구,종암동,37.6034951855088,127.030465359771
112916,답십리우동,한식,한식/백반/한정식,한식 음식점업,동대문구,답십리2동,37.5654382256079,127.05529569196999
112919,성천막국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,동대문구,답십리2동,37.569882271553794,127.05778659955
112939,월드당구,PC/오락/당구/볼링등,당구장,당구장 운영업,동대문구,청량리동,37.5844198383581,127.049258819079
112948,최가네명품닭한마리,한식,한식/백반/한정식,한식 음식점업,성북구,길음2동,37.606167519811,127.028913039275
112956,이디야커피전농뉴타운점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,전농1동,37.5750607679141,127.049604240039
112978,두찜,한식,한식/백반/한정식,한식 음식점업,성북구,삼선동,37.587836340746996,127.00891731810101
112984,올바른꼬치,유흥주점,꼬치구이전문점,기타 주점업,성북구,월곡2동,37.6059363505498,127.044749243118
112989,원진노기순청국장,한식,한식/백반/한정식,한식 음식점업,성북구,안암동,37.582999578467,127.028647956746
113022,홍칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,성북구,동선동,37.5957308066614,127.015539099416
113049,이원용푸드,양식,정통양식/경양식,서양식 음식점업,동대문구,장안1동,37.5678910908317,127.06687889311002
113076,써브웨이,패스트푸드,패스트푸드,그외 기타 음식점업,성북구,월곡2동,37.6038836022675,127.042725613611
113086,델리35,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,삼선동,37.58800801401279,127.01219867300101
113157,명가통닭,유흥주점,호프/맥주,기타 주점업,동대문구,전농2동,37.5787349554071,127.05721087278
113172,한국통닭,유흥주점,호프/맥주,기타 주점업,동대문구,제기동,37.5787543865255,127.036186610245
113218,영석이네,한식,한식/백반/한정식,한식 음식점업,성북구,삼선동,37.590987755796,127.016190393009
113307,한아름반찬,한식,한식/백반/한정식,한식 음식점업,성북구,장위2동,37.6110330042633,127.05104948757099
113318,서브웨이,패스트푸드,샌드위치전문점,"피자, 햄버거, 샌드위치 및 유사 음식점업",동대문구,장안2동,37.5724716931029,127.073014092472
113329,히스토리,한식,한식/백반/한정식,한식 음식점업,성북구,삼선동,37.589037374281396,127.017857905054
113352,제네131,제과제빵떡케익,제과점,제과점업,동대문구,전농1동,37.574248249802,127.04829003089701
113368,철판왕만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,동대문구,장안2동,37.5728916098509,127.071412678846
113464,땅스부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,동대문구,전농2동,37.5787349554071,127.05721087278
113586,커피타임,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,석관동,37.612544296133706,127.06428243727501
113596,종암탁구,PC/오락/당구/볼링등,탁구장,그외 기타 스포츠시설 운영업,성북구,종암동,37.5964113851569,127.03576639439301
113674,제일제면소청량리역사점,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.584191612424995,127.051129904848
113691,다미회수산,일식/수산물,음식점-일식,일식 음식점업,성북구,정릉2동,37.6021776145851,127.010674994314
113708,야래화,한식,한식/백반/한정식,한식 음식점업,성북구,길음2동,37.6047578012256,127.02513735016399
113714,노브랜드,종합소매점,수퍼마켓,슈퍼마켓,동대문구,제기동,37.5790306472822,127.039126646871
113733,오부장치킨,유흥주점,호프/맥주,기타 주점업,동대문구,장안2동,37.572711096100896,127.07366772004299
113740,하이,중식,중국음식/중국집,중식 음식점업,동대문구,제기동,37.5890129483458,127.03565803343099
113757,오월키친,일식/수산물,음식점-일식,일식 음식점업,성북구,안암동,37.5865854488707,127.023155159156
113803,큰집닭강정,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,동선동,37.594877368015496,127.015844764666
113920,39돈가스,양식,돈가스전문점,서양식 음식점업,동대문구,이문1동,37.5956242856447,127.06107448616501
113922,구호,종합소매점,백화점,백화점,성북구,길음2동,37.6083915431599,127.028725560472
113956,승승멸치국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,동대문구,전농2동,37.5771818453429,127.067000711899
113960,일번지옛날통닭,유흥주점,호프/맥주,기타 주점업,동대문구,장안2동,37.5813542571202,127.072790750388
113972,1일1디저트,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,회기동,37.5901598246339,127.05154103799299
113988,백소정,일식/수산물,음식점-일식,일식 음식점업,동대문구,제기동,37.5876322158257,127.034294462034
113995,핸섬로스팅커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,제기동,37.5884457184756,127.037918619995
114003,솥뚜껑삼겹살집,한식,갈비/삼겹살,한식 음식점업,동대문구,이문2동,37.6045444271128,127.062185523597
114024,후라이드참잘하는집,유흥주점,호프/맥주,기타 주점업,성북구,종암동,37.597766429332204,127.039508598429
114038,제노PC,PC/오락/당구/볼링등,인터넷PC방,컴퓨터 게임방 운영업,동대문구,휘경1동,37.58941995243,127.05590982719299
114043,삼선꼬마김밥,분식,라면김밥분식,분식 및 김밥 전문점,성북구,삼선동,37.58800801401279,127.01219867300101
114081,시그니쳐키친,양식,정통양식/경양식,서양식 음식점업,동대문구,제기동,37.58787201787639,127.034970735809
114103,싸다구회수산,일식/수산물,횟집,한식 음식점업,동대문구,전농1동,37.5823136142246,127.0528973352
114108,그대로푸드,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,정릉4동,37.612124329825,127.00951252513201
114113,골목집,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.5788326226524,127.03915183471001
114160,동강오리앤오매떡,한식,한식/백반/한정식,한식 음식점업,동대문구,청량리동,37.5865713162679,127.046774433083
114199,삼삼치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,동대문구,용신동,37.5719946278729,127.023889150645
114264,아이러브제이,종합소매점,백화점,백화점,성북구,길음2동,37.6083915431599,127.028725560472
114304,코끼리닭발,닭/오리요리,닭내장/닭발요리,한식 음식점업,동대문구,용신동,37.575396433624704,127.042082838962
114315,더치앤빈장안동사거리점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,장안2동,37.5729429066409,127.071061102192
114331,야미가,한식,한식/백반/한정식,한식 음식점업,성북구,정릉1동,37.60190112062929,127.017484966018
114425,용구비어,유흥주점,호프/맥주,기타 주점업,동대문구,장안2동,37.5726475413029,127.074755284277
114427,오봉주점,한식,한식/백반/한정식,한식 음식점업,성북구,정릉3동,37.6077488475963,127.00031732903
114445,포도집,양식,정통양식/경양식,서양식 음식점업,성북구,정릉1동,37.602776402290296,127.01655612048
114449,쥬씨동덕여대점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,월곡2동,37.604323136958996,127.042482148391
114458,카페솔리데오,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,장안1동,37.5635076881225,127.06633365186899
114505,신마라탕,중식,중국음식/중국집,중식 음식점업,동대문구,제기동,37.5880953105524,127.034730071968
114554,라운드커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,장안1동,37.5645501646083,127.06484912426201
114585,온달왕족발,한식,족발/보쌈전문,한식 음식점업,성북구,월곡1동,37.6090795982592,127.03571613004
114589,한가람강원천마영농조합,종합소매점,조합/연금매장,기타 음·식료품 위주 종합 소매업,동대문구,전농2동,37.580271971353504,127.068083004544
114634,고기굽터무한리필,한식,한식/백반/한정식,한식 음식점업,동대문구,장안1동,37.568434678893794,127.066113675172
114670,우정식당,한식,한식/백반/한정식,한식 음식점업,동대문구,휘경2동,37.5858427206164,127.061548363071
114698,이자카야준,일식/수산물,음식점-일식,일식 음식점업,성북구,장위2동,37.614321426599204,127.0487649759
114738,육집으로,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.5787801469756,127.056100795163
114770,홍가네,유흥주점,민속주점,기타 주점업,성북구,삼선동,37.5870627678538,127.009074770492
114773,태능숯불갈비,한식,갈비/삼겹살,한식 음식점업,동대문구,용신동,37.5760227645563,127.039323793883
114793,지구정복을꿈꾸는고양이,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,이문1동,37.5953864340025,127.06062451367701
114820,투데이스컴퍼니,양식,정통양식/경양식,서양식 음식점업,성북구,보문동,37.58436772797,127.020840418416
114852,플랜트랩,유흥주점,호프/맥주,기타 주점업,동대문구,장안2동,37.5761384190568,127.072945997304
114859,바른치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,길음2동,37.6050491796559,127.03097748737801
114861,민승식당,한식,한식/백반/한정식,한식 음식점업,성북구,장위2동,37.6113058576008,127.055859755664
114900,치킨매니아,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,석관동,37.606473093423205,127.062240589314
114901,커피투데이,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,용신동,37.5737349215445,127.025134356146
114939,세븐PC방,PC/오락/당구/볼링등,인터넷PC방,컴퓨터 게임방 운영업,성북구,월곡1동,37.6060414353044,127.03661609963899
115004,옛사랑,한식,한식/백반/한정식,한식 음식점업,동대문구,장안1동,37.565639696717,127.068174764562
115006,호프광장,유흥주점,호프/맥주,기타 주점업,동대문구,장안1동,37.563295667972206,127.061186075691
115010,죠스떡볶이,분식,라면김밥분식,분식 및 김밥 전문점,성북구,동선동,37.5947850594661,127.016661301066
115050,한가네추어탕,한식,추어탕전문,한식 음식점업,성북구,종암동,37.5983376558557,127.037734640147
115052,알레아,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.5874796126368,127.038780265926
115056,맹자네떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,동대문구,휘경2동,37.5896560968845,127.061794886268
115082,꽃마실,한식,한식/백반/한정식,한식 음식점업,동대문구,장안1동,37.56276178271,127.064305524513
115095,매운국물떡볶이밀방떡,분식,떡볶이전문,분식 및 김밥 전문점,성북구,동선동,37.5964093802194,127.01479408994
115113,로뎀나무,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,이문1동,37.595306875226605,127.061950423687
115170,요녀석성,양식,정통양식/경양식,서양식 음식점업,성북구,삼선동,37.5884318170261,127.016552401618
115262,장안순대국밥,별식/퓨전요리,순대전문점,한식 음식점업,동대문구,답십리2동,37.5655946479339,127.055701218943
115268,봉구스밥버거외대후문점,패스트푸드,패스트푸드,그외 기타 음식점업,동대문구,이문1동,37.5982931945597,127.056782949252
115300,원할머니보쌈,한식,족발/보쌈전문,한식 음식점업,동대문구,회기동,37.5908888604304,127.05256221001301
115341,아주관리-길음뉴타운7단지상가,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,성북구,길음1동,37.6093585211265,127.019267005594
115344,인디펜던트커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,전농1동,37.584191612424995,127.051129904848
115353,브라운돈까스,양식,돈가스전문점,서양식 음식점업,성북구,삼선동,37.587952851223996,127.01746453268801
115358,더체인지pc방,PC/오락/당구/볼링등,인터넷PC방,컴퓨터 게임방 운영업,동대문구,전농1동,37.574896722365,127.04713836589701
115376,에셀나무,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,성북동,37.5900034439609,127.006250284127
115400,싱싱오징어포차,유흥주점,소주방/포장마차,기타 주점업,성북구,삼선동,37.5884444156344,127.00836575452499
115458,프라자호프,유흥주점,호프/맥주,기타 주점업,동대문구,회기동,37.591300859403795,127.055625629254
115475,벌떡,분식,라면김밥분식,분식 및 김밥 전문점,성북구,장위2동,37.6172103211845,127.05169593312401
115487,66번가돈카,한식,한식/백반/한정식,한식 음식점업,성북구,보문동,37.581240232365104,127.02182109378
115506,커피에반하다,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,장안1동,37.565939882897,127.06170755026399
115541,욱크박스,한식,한식/백반/한정식,한식 음식점업,성북구,월곡2동,37.6060614747506,127.044623061013
115583,락코인노래방,무도/유흥/가무,노래방,노래연습장 운영업,성북구,정릉4동,37.6085312073375,127.00975271886601
115622,GS25,종합소매점,편의점,체인화 편의점,동대문구,장안1동,37.565496705941,127.07061023984899
115637,육전식당,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.57635050337821,127.024353064154
115641,중국관,중식,중국음식/중국집,중식 음식점업,성북구,종암동,37.5947000072993,127.03694351560301
115710,공차고대안암병원점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,안암동,37.5864875767796,127.030957744251
115722,욜로스커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,월곡1동,37.6074639935496,127.038693032005
115748,보국문1번지분식,분식,라면김밥분식,분식 및 김밥 전문점,성북구,정릉4동,37.611119536032604,127.00895953314101
115767,소미네불닭꼬치,유흥주점,꼬치구이전문점,기타 주점업,성북구,월곡2동,37.6038836022675,127.042725613611
115814,돈암순대김밥,별식/퓨전요리,순대전문점,한식 음식점업,성북구,삼선동,37.591659402878705,127.015694644255
115817,구포국수,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.5752685163341,127.048548749517
