,name,cate_1,cate_2,cate_3,state,dong,lon,lat
115830,쥬씨길음점,커피점/카페,생과일주스전문점,비알콜 음료점업,성북구,길음1동,37.604320417561205,127.022368347264
115835,홍콩,중식,중국음식/중국집,중식 음식점업,동대문구,제기동,37.581776303214205,127.03550230286001
115878,민티,한식,한식/백반/한정식,한식 음식점업,성북구,안암동,37.5872993262709,127.028863829811
115897,푸드모바일,한식,한식/백반/한정식,한식 음식점업,성북구,보문동,37.5816368356305,127.02183854850401
115898,패밀리푸드,한식,한식/백반/한정식,한식 음식점업,성북구,길음1동,37.6029158766342,127.023587192844
115905,맛짱곱창,한식,곱창/양구이전문,한식 음식점업,동대문구,전농1동,37.574561268184794,127.04688226044901
115963,가부,중식,중국음식/중국집,중식 음식점업,성북구,보문동,37.582272001993,127.02128678173099
115997,영일상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5790306472822,127.039126646871
116027,자연향,한식,한식/백반/한정식,한식 음식점업,성북구,정릉4동,37.6161726111316,127.00553963802
116056,커피하우스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,제기동,37.581346932266996,127.04030831959
116063,9s,한식,한식/백반/한정식,한식 음식점업,성북구,정릉4동,37.617651838922,127.002518187112
116072,맛나라김밥,분식,라면김밥분식,분식 및 김밥 전문점,성북구,월곡1동,37.60945691105721,127.034476709366
116129,분위기좋은식,분식,라면김밥분식,분식 및 김밥 전문점,동대문구,제기동,37.5790306472822,127.039126646871
116168,진룽마라탕,중식,중국음식/중국집,중식 음식점업,동대문구,용신동,37.5770282709935,127.02459328754
116172,츄카롱,한식,한식/백반/한정식,한식 음식점업,성북구,동선동,37.591907644912,127.018454299685
116197,베어하우스테니스클럽,양식,스테이크전문점,서양식 음식점업,성북구,성북동,37.5961397940388,126.99881934580601
116211,명가네콩나물국밥,한식,해장국/감자탕,한식 음식점업,동대문구,장안2동,37.578071656355704,127.072435208073
116212,카페숲,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,제기동,37.5790306472822,127.039126646871
116227,열혈분식,분식,라면김밥분식,분식 및 김밥 전문점,성북구,정릉1동,37.602484293827,127.01394387593399
116249,우리집,유흥주점,호프/맥주,기타 주점업,동대문구,제기동,37.579944470791794,127.036273164159
116272,BHC치킨한성대입구점,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,성북동,37.5892152869258,127.006815592695
116276,고려대학교하나과학관마로네B1층,기타음식업,고속도로휴게소,그외 기타 음식점업,성북구,안암동,37.5884849860916,127.031701809695
116380,403月,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,월곡1동,37.6088942256803,127.035084264302
116392,카페,한식,한식/백반/한정식,한식 음식점업,성북구,월곡2동,37.6015764433028,127.042664577555
116429,이디야커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,장위2동,37.6092961760018,127.05244201710899
116461,리즈카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,답십리2동,37.5724965663967,127.065881826819
116485,유향소,중식,중국음식/중국집,중식 음식점업,성북구,삼선동,37.5918387413166,127.01559037117799
116527,써브웨이,패스트푸드,패스트푸드,그외 기타 음식점업,성북구,길음1동,37.606325176363704,127.019646603765
116547,교동짬뽕,중식,중국음식/중국집,중식 음식점업,동대문구,답십리2동,37.566206571018,127.061251420795
116589,CU,종합소매점,편의점,체인화 편의점,동대문구,장안2동,37.578687030899,127.073922013144
116608,국빈,한식,한식/백반/한정식,한식 음식점업,성북구,종암동,37.6014187514779,127.0321683952
116625,장동민의옹피씨,PC/오락/당구/볼링등,인터넷PC방,컴퓨터 게임방 운영업,성북구,정릉4동,37.6164184052506,127.00370136303101
116661,아만두여기요,분식,국수/만두/칼국수,분식 및 김밥 전문점,동대문구,회기동,37.5922540333564,127.05201269662201
116675,카레경반,중식,중국음식/중국집,중식 음식점업,성북구,동선동,37.5915158681173,127.01685152178801
116685,텔미,유흥주점,호프/맥주,기타 주점업,성북구,정릉1동,37.602254022338705,127.014422566544
116767,disrough,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,동선동,37.590394945727795,127.02075013690701
116794,꼬꼬방집으로삼겹,한식,한식/백반/한정식,한식 음식점업,동대문구,장안1동,37.570385247775796,127.06779867746599
116810,덮밥마을,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.5787801469756,127.056100795163
116820,빽다방,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,월곡1동,37.6108449857009,127.035636704643
116867,블롱쉬베이커리,제과제빵떡케익,제과점,제과점업,동대문구,장안2동,37.581499870787,127.070683065033
116879,tutorklang,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,삼선동,37.5921857633702,127.015064918953
116900,레드커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,월곡2동,37.608647130932496,127.051283670203
116949,다복회관,한식,한식/백반/한정식,한식 음식점업,동대문구,장안1동,37.5618754302119,127.066161599701
116973,스시란,일식/수산물,음식점-초밥전문,일식 음식점업,동대문구,제기동,37.5872957154431,127.033913835049
117052,할머니냉면,한식,냉면집,한식 음식점업,동대문구,제기동,37.5823202179302,127.043658469205
117093,서른,일식/수산물,음식점-일식,일식 음식점업,성북구,보문동,37.5828653503536,127.01787106328001
117094,마라천국,중식,중국음식/중국집,중식 음식점업,동대문구,장안1동,37.5697371054006,127.069018011508
117096,닭봉씨,한식,한식/백반/한정식,한식 음식점업,동대문구,이문2동,37.600188338266,127.067358996476
117101,제니스,한식,한식/백반/한정식,한식 음식점업,동대문구,이문2동,37.6054272273957,127.064428225271
117196,떡볶이먹고갈래,분식,떡볶이전문,분식 및 김밥 전문점,성북구,장위3동,37.6228602945652,127.048395632063
117239,서비식당,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.5843560508721,127.052531788851
117250,대명분식,분식,라면김밥분식,분식 및 김밥 전문점,동대문구,용신동,37.5765481179975,127.025369388608
117269,걸작떡볶이치킨,분식,떡볶이전문,분식 및 김밥 전문점,성북구,돈암2동,37.5984544643152,127.011528330947
117277,밤과음악사이,유흥주점,룸살롱/단란주점,일반유흥 주점업,동대문구,휘경1동,37.5881187765061,127.055450699646
117282,굿데이서울,제과제빵떡케익,제과점,제과점업,성북구,삼선동,37.587977133104296,127.00744347952299
117296,꽃담찬,한식,한식/백반/한정식,한식 음식점업,동대문구,회기동,37.5909659669514,127.055437363944
117340,우리식당,한식,한식/백반/한정식,한식 음식점업,성북구,삼선동,37.587804580222794,127.006211582194
117380,장앤정체형교정아카데미by정쌤,요가/단전/마사지,체형미교실,기타 미용관련 서비스업,성북구,월곡1동,37.610266634120705,127.03763759503299
117413,전농초밥,일식/수산물,음식점-일식,일식 음식점업,동대문구,전농2동,37.577133539268395,127.058646221914
117433,반하다,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.5762589459381,127.039558502953
117444,PC센터,PC/오락/당구/볼링등,인터넷PC방,컴퓨터 게임방 운영업,성북구,보문동,37.580907727079,127.021927340356
117468,꾸브라꼬숯불두마리치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,동대문구,장안1동,37.5647216178104,127.06944265266701
117484,MEGACOFFEE메가커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,동선동,37.5939627499069,127.01637770366399
117547,이경포장마차,유흥주점,소주방/포장마차,기타 주점업,동대문구,이문1동,37.5960384508047,127.065576285261
117550,고향집,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.577591430929,127.039428174668
117571,스쿨푸드딜리버리,한식,한식/백반/한정식,한식 음식점업,동대문구,답십리2동,37.5763103027652,127.066173821781
117600,카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,돈암2동,37.6007604715889,127.013604234473
117620,딸기하우스,분식,라면김밥분식,분식 및 김밥 전문점,성북구,보문동,37.5848060759861,127.019374088483
117679,미나네상회,종합소매점,수퍼마켓,슈퍼마켓,동대문구,제기동,37.5805343355776,127.041213169295
117805,싸다호프광장,유흥주점,호프/맥주,기타 주점업,성북구,종암동,37.5982482340136,127.034508326224
117812,대가해장국,한식,해장국/감자탕,한식 음식점업,성북구,석관동,37.605576200664004,127.06162894251999
117813,보문효사랑병원,기타음식업,구내식당/자급식음식점,기관구내식당업,성북구,보문동,37.5797247618388,127.022701364277
117859,신훠궈뷔페,중식,중국음식/중국집,중식 음식점업,동대문구,제기동,37.5880953105524,127.034730071968
117872,커피에반하다,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,용신동,37.5774106348279,127.02834696292801
117879,소담촌,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.577272089312295,127.03012620049499
117881,최강노가리,한식,한식/백반/한정식,한식 음식점업,동대문구,장안1동,37.5630132582316,127.067618884035
117888,운치,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.5890897276244,127.0384425139
117915,참맛옛날통닭,유흥주점,호프/맥주,기타 주점업,성북구,동선동,37.5960932605017,127.015783454275
118031,19고깃집,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.584177586785394,127.05274917487199
118037,보진노래짱,유흥주점,룸살롱/단란주점,일반유흥 주점업,성북구,정릉4동,37.611119536032604,127.00895953314101
118099,카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,청량리동,37.586739574237704,127.05200337832301
118156,정스샌드위치,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.5790306472822,127.039126646871
118221,성신양꼬치,유흥주점,꼬치구이전문점,기타 주점업,성북구,동선동,37.5956367072187,127.016140512579
118231,쩡이네,분식,라면김밥분식,분식 및 김밥 전문점,동대문구,장안1동,37.567869097564504,127.06523778721599
118241,금란상회,종합소매점,수퍼마켓,슈퍼마켓,동대문구,제기동,37.580752765682895,127.040372555431
118326,혜성식당,한식,한식/백반/한정식,한식 음식점업,성북구,월곡2동,37.606348681296204,127.048945796556
118330,큰엄마네,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.5727016364828,127.025487442374
118347,꼬마떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,성북구,종암동,37.6008353075239,127.03795161774299
118352,둥이초밥,일식/수산물,음식점-초밥전문,일식 음식점업,동대문구,이문2동,37.6049242665175,127.062361962526
118399,닭잡는파로,한식,한식/백반/한정식,한식 음식점업,성북구,안암동,37.5859646443909,127.02982094346399
118415,화덕피자파숑,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",성북구,월곡1동,37.6096041814098,127.035958532713
118458,CU,종합소매점,편의점,체인화 편의점,성북구,정릉2동,37.599261752290296,127.00573079515499
118537,제이제이165베이커리,제과제빵떡케익,제과점,제과점업,성북구,길음2동,37.6108425986527,127.029848971825
118544,백미향마라탕,중식,중국음식/중국집,중식 음식점업,동대문구,제기동,37.587487045321204,127.03417178672
